ident,name,latitude_deg,longitude_deg,elevation_ft
AYIB,Ibil Airstrip,-4.6828,141.0316,870
AYID,Indagen Airport,-6.22663,147.244,5788
AYII,Imane Airport,-6.7524,146.1072,3860
AYIM,Kungim Airport,-5.671,141.03,349
AYIN,Busilmin Airstrip,-4.9166,141.1548,5450
AYIO,Imonda Airport,-3.328,141.1573,990
AYIP,Iropena Airstrip,-5.032639,143.871117,5190
AYIQ,Aropa Airport,-6.305727,155.728249,20
AYIR,Inaru Airstrip,-4.6316,142.8913,178
AYIS,Isan Airstrip,-5.9781,146.61975,6955
AYIT,Iteri Airstrip,-4.2418,141.5234,242
AYIU,Ialibu Airport,-6.2782,143.9944,6736
AYIW,Wasua Airport,-8.2836,142.8697,45
AYIX,Witu Airport,-4.689522,149.440112,25
AYIY,Miyanmin Airport,-4.903055555560001,141.620833333,2500
AYJE,Yomneri Airstrip,-5.237,144.6007,6100
AYJO,Yongai Airport,-8.5289,147.4603,6500
AYJS,Josephstaal Airport,-4.74708333333,145.007083333,250
AYJW,Wauru Airstrip,-4.182032,141.19829,200
AYKA,Losuia Airport,-8.505820274353027,151.08099365234375,27
AYKB,Kabwum,-6.15547222222,147.191472222,4450
AYKC,Kandrian Airport,-6.19217,149.54783,280
AYKD,Kamina Airport,-7.64925,145.956944444,2157
AYKG,Kopiago Airport,-5.3883,142.4977,4445
AYKH,Kamulai Airport,-8.150694444440001,146.834,5800
AYKI,Kiunga Airport,-6.1257100105285645,141.28199768066406,88
AYKJ,Kanainj Airport,-5.2903,144.7072,4064
AYKK,Kikori Airport,-7.42438,144.250076,50
AYKL,Kafle Airstrip,-3.75,142.59,850
AYKM,Kerema Airport,-7.96361017227,145.770996094,10
AYKN,Kubuna Airstrip,-8.6917,146.7566,200
AYKO,Kokoda Airport,-8.884679,147.730957,1240
AYKQ,Kagi Airport,-9.135916666670001,147.669444444,4200
AYKR,Kar Kar Airport,-4.557,145.9404,130
AYKT,Kaintiba Airport,-7.50025,146.033833333,2050
AYKU,Kuri Airport,-7.135083,143.276111,35
AYKV,Kavieng Airport,-2.57940006256,150.807998657,7
AYKW,Kawito Airport,-7.977006912229999,142.823577881,72
AYKY,Londolovit Airport,-3.04361009598,152.628997803,167
AYKZ,Kairiru Airstrip,-3.3687,143.5546,60
AYLB,Lab Lab Airport,-5.7204,148.0566,160
AYLC,Lake Campbell Airstrip,-6.7486,142.6037,585
AYLE,Lele Airstrip,-5.2192,151.3938,1600
AYLG,Keglsugl Airport,-5.83277777778,145.097222222,8400
AYLH,Klauhau Airstrip,-4.1305,142.2495,130
AYLI,Kibuli Airstrip,-9.006528,142.698056,54
AYLJ,Lamogai Airstrip,-5.819043,149.305308,493
AYLL,Linga Linga Airport,-5.5319444444400006,149.734166667,17
AYLN,Langimar Airport,-7.22313888889,146.227083333,5127
AYLO,Lowai Airport,-6.3344,146.6458,2900
AYLP,Leron Plains Airport,-6.3917,146.3434,680
AYLQ,Lagoon Airstrip,-8.8186,143.1317,100
AYLS,Lese Airport,-8.2799,146.2765,40
AYLT,Lengbati Airport,-6.384611111110001,147.368638889,5750
AYLU,Lumi Airport,-3.47683951134,142.041292191,1750
AYLX,Long Island Airport,-5.3604,147.0177,116
AYLY,Myola Airstrip,-9.151573,147.762322,6735
AYLZ,Slai Airstrip,-4.0322,143.1831,77
AYMA,Manari Airport,-9.1908,147.6219,2630
AYMB,Morobe Airport,-7.74,147.59,8
AYMC,Menyamya Airport,-7.21166666667,146.019361111,3880
AYMD,Madang Airport,-5.20707988739,145.789001465,20
AYMF,Maimafu Airstrip,-6.503221,145.03266,5213
AYMG,Magleri Airstrip,-4.052061,141.986281,100
AYMH,Mount Hagen Kagamuga Airport,-5.828212,144.299412,5388
AYMI,Mindik Airport,-6.47166666667,147.441138889,4200
AYMJ,Makini Airport,-6.532222222220001,147.651166667,2530
AYMK,Mok Airport,-5.730238,149.056583,1050
AYML,Mougulu Airport,-6.280859,142.420775,825
AYMN,Mendi Airport,-6.14774,143.656998,5680
AYMO,Momote Airport,-2.06189,147.423996,12
AYMP,Malalaua Airport,-8.07138888889,146.155472222,20
AYMQ,Malam Airport,-8.70916666667,142.649722222,126
AYMR,Moro Airport,-6.36332988739,143.238006592,2740
AYMS,Misima Island Airport,-10.689200401299999,152.837997437,26
AYMU,Muluma Airstrip,-6.426481,142.767485,2000
AYMV,Malekolon Airport,-4.02343055556,153.657277778,5
AYMW,Marawaka Airport,-6.9736,145.8849,6050
AYMX,Mamusi Airstrip,-5.196945,144.191831,1020
AYMY,Smok Airstrip,-3.3158,141.2461,729
AYMZ,Mapua(Mabua) Airport,-2.81138888889,151.991111111,40
AYNA,Nankina Airport,-5.837,146.4533,5800
AYNB,Kanabea Airport,-7.538888888890001,145.905,4288
AYNC,Nadunumu Airport,-9.14355555556,147.68425,5100
AYND,Aua Island Airport,-1.46055555556,143.064722222,4
AYNE,Negarbo(Negabo) Airport,-6.567778,144.703058,4500
AYNF,Nagri Airport,-4.091586,142.592937,150
AYNG,Manguna Airport,-5.577778,151.792333,187
AYNH,Nahu Airstrip,-5.842728,146.112601,6520
AYNI,Nuguria Airstrip,-3.4075,154.7383,30
AYNJ,Namudi Airport,-9.47375,148.329416667,1044
AYNM,Kasonombe Airport,-6.3819,146.9859,5800
AYNN,Kandep Airport,-5.84061111111,143.507222222,7710
AYNO,Nomane Airport,-6.32183,145.070667,6032
AYNP,Momonup Airstrip,-4.504308,144.231471,72
AYNS,Bunsil Airport,-5.7243,147.8667,201
AYNT,Kantobo Airstrip,-6.7227,143.5636,1385
AYNU,Nuku Airport,-3.676651,142.484334,870
AYNX,Namatanai Airport,-3.6695,152.438,150
AYNY,Nambaiyufa Airport,-6.2412,145.2424,5550
AYNZ,Nadzab Tomodachi International Airport,-6.567995,146.726544,239
AYOA,Kwomtari Airstrip,-3.598,141.3614,366
AYOB,Obo Airport,-7.590622421369999,141.324262619,29
AYOD,Obura Airstrip,-6.5507,145.9728,5600
AYOE,Konge Airport,-6.2239,147.2152,5900
AYOF,Okao Airport,-5.55666666667,141.032777778,450
AYOG,Ogeranang Airport,-6.46675,147.364166667,5850
AYOH,Okisai Airstrip,-4.7065,141.9006,310
AYOJ,Oksapmin Airport,-5.2261,142.2259,5140
AYOK,Komako Airport,-7.3984,145.8827,3960
AYOL,Kol Airport,-5.73116666667,144.846,5350
AYOM,Omora Airport,-7.82777777778,147.080638889,2540
AYOO,Komo-Manda Airport,-6.0682,142.8598,5057
AYOP,Kosipe Airport,-8.450716,147.209195,6350
AYOQ,Komaio Airport,-7.2714,143.5952,28
AYOS,Kosimbi Airstrip,-3.9522,143.1767,149
AYOU,Kombaku Airstrip,-5.3817,144.6355,5400
AYOV,Olsobip Airport,-5.3897222222200005,141.515277778,1500
AYOW,Koroba Airport,-5.6952,142.7441,5638
AYOX,Moi Airstrip,-4.1615,141.2478,240
AYOY,Open Bay Airport,-4.794727,151.696195,33
AYOZ,Kora Airstrip,-6.4304,145.0931,5745
AYPA,Somokopa Airstrip,-7.0838,142.514,489
AYPB,Paiela Airport,-5.372407,142.975774,6100
AYPC,Pangoa Airport,-7.0226,141.5605,60
AYPD,Pindiu Airport,-6.445138888890001,147.515833333,2995
AYPE,April River Airport,-4.67666666667,142.540138889,220
AYPG,Pangia Airport,-6.386,144.1084,5340
AYPI,Kapi Airstrip,-6.371,144.6839,3408
AYPJ,Pimaga Airport,-6.49916666667,143.510277778,2745
AYPO,Mapoda Airport,-7.979,143.1694,45
AYPQ,Pumani Airport,-9.7469,149.4766,427
AYPS,Maposi Airstrip,-4.545971,142.221074,104
AYPU,Walluanda Airport,-6.475161,143.987222,6050
AYPW,Panakawa Airport,-7.67205555556,143.124722222,42
AYPY,Port Moresby Jacksons International Airport,-9.443380355834961,147.22000122070312,146
AYQA,Karawari Airstrip,-4.59666666667,143.5225,70
AYQB,Simbari Airstrip,-6.9623,145.6448,3560
AYQL,Tumolbil Airport,-4.7748,141.0133,3590
AYQM,Simogu Airstrip,-6.8008,145.7134,4990
AYQO,Sopu Airport,-8.3038,147.1659,6580
AYQQ,Ononge Airport,-8.67436111111,147.262416667,5800
AYQR,Sorimi Airstrip,-4.323914,141.375632,450
AYQS,Sialum Airport,-6.0908,147.5955,170
AYQU,Tsumba Airstrip,-4.6581,144.6082,89
AYQV,Sinow Airstrip,-3.9925,141.5537,183
AYQW,Sumwari Airstrip,-4.7508,142.3686,465
AYRA,Kira Airport,-8.065111111110001,147.332027778,1700
AYRD,Rano Airstrip,-5.959437,151.171703,28
AYRE,Raba Raba Airport,-9.97111111111,149.832222222,170
AYRG,Rumginae Airport,-5.89722222222,141.271666667,160
AYRI,Karimui Airport,-6.4921,144.823,3640
AYRJ,Mariama,-4.612389,143.247027,0
AYRK,Kairuku Airport,-8.817000054,146.5243833,45
AYRL,Maralina Airstrip,-6.9015,146.3698,431
AYRM,Maramuni Airport,-5.13,143.4829,5160
AYRN,Norambi Airstrip.,-6.9125,145.6731,5100
AYRO,Kakoro(Koroko) Airstrip,-7.8346666666700004,146.5335,230
AYRR,Tiri Airstrip,-6.6815,144.1842,4545
AYRT,Kirinbit Airstrip,-4.2839,143.1512,60
AYRV,May River Airstrip,-4.3615,141.785,107
AYRX,Mount Boregoro Helicopter Landing  Site,-9.8944,148.1069,898
AYSA,Suabi Airport,-6.10444444444,142.278333333,465
AYSB,Sirebi Airstrip,-7.2196,144.2352,115
AYSD,Saidor Airport,-5.62713888889,146.462777778,83
AYSE,Simberi Airport,-2.66222222222,151.997777778,10
AYSF,Safia Airport,-9.59305555556,148.636111111,430
AYSG,Sila Airport,-9.07355555556,148.38925,2230
AYSH,Sabah Airport,-5.5765,155.0489,10
AYSI,Seltamin Airstrip,-5.4122,141.8252,4285
AYSJ,Simbai Airport,-5.278611111110001,144.544722222,5804
AYSK,Sengapi Airstrip,-5.12583333333,144.323611111,6242
AYSL,Sehulea Airport,-9.96452777778,151.161861111,30
AYSM,Samberigi Airstrip,-6.7193,143.9338,3830
AYSO,Selbang Airport,-5.315,141.752,5130
AYSP,Sapmanga Airport,-6.075277777779999,146.811111111,2912
AYSQ,Sepik Plains Airport,-3.8821,143.6734,230
AYSR,Sangera Airstrip,-3.9678,143.2763,127
AYSS,Sasereme Airport,-7.6217,142.868,121
AYST,Sturt Island Airport,-8.1525,142.268444444,40
AYSU,Suki Airport,-8.0466,141.7222,24
AYSV,Sauren Airport,-5.9701,148.8543,46
AYSW,Satwag Airport,-6.13955555556,147.279166667,4185
AYSX,Masa Airport,-6.345,147.591,5900
AYSY,Serra Airstrip,-2.9739,141.9297,37
AYSZ,Samanzing Airstrip,-6.4513,147.0673,6042
AYTA,Tari Airport,-5.845,142.947998,5500
AYTB,Tabubil Airport,-5.280471,141.227576,1570
AYTC,Tapila Airstrip,-8.4188,142.9043,48
AYTD,Teredau Airport,-7.3205,144.6384,100
AYTE,Telefomin Airport,-5.12608,141.641922,4950
AYTF,Tetebedi Airport,-9.1586,148.0686,3365
AYTG,Tagula Airport,-11.3311111111,153.202916667,59
AYTH,Tifalmin Airport,-5.117249,141.418076,4735
AYTI,Tapini Airport,-8.35666666667,146.989166667,3100
AYTK,Tokua Airport,-4.34046,152.380005,49
AYTL,Talbakul Airstrip,-6.3708,144.7167,3500
AYTM,Tamo Airstrip,-4.7246,144.1529,140
AYTN,Tekin Airport,-5.243667,142.165194,5785
AYTO,Kamberatoro Airport,-3.600556,141.051667,1350
AYTP,Tep Tep Airport,-5.9553,146.5595,7011
AYTQ,Tapen Airstrip,-5.855907,146.638405,5066
AYTR,Tarabo Airport,-6.46666666667,145.532222222,6100
AYTS,Tsewi Airport,-7.0695,146.1272,4185
AYTT,Tarakbits Airport,-5.614,141.0421,281
AYTU,Tufi Airport,-9.07595443726,149.319839478,85
AYTV,Timbunke Airport,-4.196633,143.519222,24
AYTW,Tawa Airport,-7.4463,146.1067,5020
AYTX,Matak Airstrip,-6.174544,146.392339,4164
AYTY,Terapo Airport,-8.16972222222,146.194444444,15
AYTZ,Tekadu Airport,-7.6808,146.5503,1310
AYUA,Utai Airstrip,-3.386,141.5868,707
AYUC,Umba Airport,-7.0214,145.966,5950
AYUD,Kais-Udave Helicopter landing site,-8.7819,147.2785,3300
AYUE,Uroubi Airport,-9.5162,148.5591,481
AYUG,Brugam Airstrip,-3.6381,142.8379,595
AYUI,Buin Airport,-6.72916666667,155.683333333,230
AYUJ,Mukvi Airstrip,-8.256643,141.765132,30
AYUK,Mukili Airstrip,-3.685602,142.364531,1200
AYUL,Musula Airstrip,-6.8385,142.8983,740
AYUM,Aumo Airport,-5.731111111110001,148.445277778,450
AYUN,Bunam Airstrip,-4.6564,144.2517,48
AYUO,Omaura Airstrip,-6.3679,145.9902,4860
AYUP,Gulgubip Airport,-5.2808,141.5411,4900
AYUQ,Kumbwareta Airstrip,-5.5078,144.1171,4067
AYUR,Upiara Airport,-8.5411,142.6503,52
AYUS,Suame Airstrip,-8.3684,142.5862,71
AYUT,Bunguwat Airstrip,-6.005,146.7205,5740
AYUV,Tuvau Airstrip,-6.6025,145.8372,5300
AYUX,Usarumpia Airstrip,-6.9858,145.8102,5820
AYUY,Kuyol Airport,-5.372361111110001,141.623888889,3290
AYUZ,Uvol Airport,-6.0178,150.9557,15
AYVA,Vailala Airstrip,-7.7677,145.4857,85
AYVB,Tobou Airstrip,-6.4026,147.4223,4732
AYVK,Wokien Airstrip,-3.772955,141.979065,500
AYVL,Talasea Airport,-5.2726,150.0089,44
AYVM,Torembi Airport,-4.0165,143.1329,90
AYVN,Vanimo Airport,-2.6926,141.3028,10
AYVO,Tonu Airport,-6.6552,155.4326,300
AYVP,Woposali Airstrip,-6.6577,144.2974,2009
AYVW,Wuvulu Island Airport,-1.73611111111,142.836666667,16
AYVY,Yembi Yembi Airstrip,-4.469824,143.148521,80
AYWB,Wabo Airport,-6.98944444444,145.075111111,132
AYWC,Wantoat Airport,-6.1325,146.467777778,3900
AYWD,Wapenamanda Airport,-5.635293,143.892231,5889
AYWE,Wangeto Airstrip,-5.743216,146.148414,4255
AYWF,Wawoi Falls Airport,-6.9523,142.6557,370
AYWG,Wanigela Airport,-9.3375,149.155556,53
AYWH,Wanuma Airport,-4.8961,145.3213,2260
AYWJ,Wapolu Airport,-9.3376,150.5093,45
AYWK,Wewak International Airport,-3.58383011818,143.669006348,19
AYWL,Walagu Airstrip,-6.343247,142.825402,2000
AYWM,Wasengla Airstrip,-3.295507,141.072672,1280
AYWN,Nugwaia Airstrip,-3.8183,142.835,279
AYWO,Wonenara Airport,-6.796861111110001,145.891944444,5028
AYWQ,Wakunai Airport,-5.8603,155.2223,20
AYWS,Wasu Airport,-5.96170944919,147.19822526,34
AYWT,Woitape Airport,-8.545833,147.2525,5200
AYWU,Wau Airport,-7.345556,146.718611,3600
AYWV,Warasai Airstrip,-4.012,142.51,150
AYWX,Wario Airstrip,-4.408708,142.226985,85
AYWY,Waro Airstrip,-6.536847,143.197869,1458
AYXA,Wiawia Airstrip,-7.163746,145.633686,2000
AYXB,Buluwo Airstrip,-3.6753,142.0151,600
AYXE,Yeva Airport,-7.548,146.188,4510
AYXG,Sugu Airstrip,-6.3907,143.5565,4105
AYXI,Sim Airport,-7.75,146.9273,5460
AYXO,Tol Airport,-4.98083019257,152.009994507,49
AYXP,Wipim Airport,-8.78822,142.882004,173
AYXS,Sisamin Airstrip,-5.1363,142.284,1675
AYXW,Weam Airport,-8.6184,141.1381,50
AYXY,Yebil Airstrip,-3.4625,141.9559,1400
AYYA,Yabru Airstrip,-3.967337,141.191726,95
AYYC,Yagiap Airstrip,-4.017672,143.217395,110
AYYD,Yatoam Airstrip,-5.0949,142.3846,2060
AYYE,Yalumet Airport,-6.09,147.0117,2600
AYYG,Yemin Airstrip,-3.967,142.2912,230
AYYI,Yili Airstrip,-3.5322,142.1645,1500
AYYJ,Yanungen Airstrip,-3.4574,142.54,1880
AYYK,Yenkis(Yankisa) Airport,-5.10972222222,143.917666667,3692
AYYL,Tinboli Airport,-4.0949,143.3838,59
AYYM,Munbil Airport,-4.855941,141.220165,3126
AYYN,Yimnalem Airstrip,-5.1441,144.5956,4800
AYYO,Oram Airport,-9.632916666669997,148.048055556,3500
AYYP,Yapsiei Airport,-4.6280555555600005,141.094166667,600
AYYQ,Yagrombok Airstrip,-3.585,142.6285,1509
AYYR,Yasuru Airport,-6.6015,146.1813,1520
AYYT,Mount Tauwa Airstrip,-6.7293,144.303,3700
AYYU,Mui Airstrip,-4.7912,144.3113,132
AYYV,Yawa Airstrip,-4.1003,142.1351,120
AYYW,Yawan Airstrip,-6.1339,146.8438,4870
AYYZ,Yambaitok,-4.995345,143.96143,637
AYZA,Zenag Airport,-6.9522222222200005,146.61625,3200
AYZB,Sibilanga Airstrip,-3.4458,142.501,2330
AYZI,Silur Airport,-4.5298888888899995,153.054444444,217
AYZM,Wasum Airport,-6.0491,149.337,175
AYZN,Sissano Airport,-2.99944444444,142.0445,27
AYZQ,Sopise Airstrip,-6.7887,144.1593,3450
AYZS,Ossima Airport,-2.91555555556,141.297305556,205
AYZU,Oum Airstrip,-4.2684,142.1273,80
AYZW,Siawi Airstrip,-4.061,141.4197,230
AYZY,Yilui Airstrip,-3.9292,142.2045,265
AYZZ,Zuebak Airstrip,-6.3088,146.5568,3560
AZ00,Morton Field Ultralight Flightpark,32.80679,-113.503876,475
AZ01,Outback Ranch Airstrip,33.847732,-113.57106,1980
AZ02,Gateway East KNXV-TV Heliport,33.454181,-111.983753,1185
AZ03,Cliff Dwellers Lodge Airport,36.734095,-111.753053,4217
AZ05,Lakeside Airpark,33.112536,-112.662735,763
AZ07,Phoenix Area Heliport,33.442718,-112.149135,1050
AZ08,Banner Boswell Memorial Hospital Heliport,33.603867,-112.282536,1163
AZ12,183 Mile Heliport,36.108299255371094,-113.21299743652344,1705
AZ13,Schu Ranch Airport,33.017246,-112.279415,1410
AZ14,Ammon Airport,32.02470016,-109.9570007,4520
AZ15,Lava Falls Heliport,36.191600799599996,-113.092002869,1720
AZ16,Northern Cochise Community Hospital Heliport,32.264503,-109.837879,4174
AZ17,Circle H Ranch Airport,31.502199172973633,-109.39099884033203,4680
AZ18,Madison Aviation Heliport,35.974998474121094,-112.13099670410156,6600
AZ20,Westcor Home Office Heliport,33.591873,-111.978047,1370
AZ21,Four Pillars Airport,31.744592,-110.247889,4100
AZ22,Marcus J Lawrence Medical Center Heliport,34.7333984375,-112.02999877929688,3450
AZ24,Phoenix Baptist Hospital Heliport,33.52479934692383,-112.10199737548828,1174
AZ25,Tri-Rotor Ag Services Airport,32.55705,-114.678947,126
AZ26,Evelyn Field,31.368882,-110.127468,4242
AZ27,Big Springs Ranch Airport,34.909848,-112.532723,4421
AZ28,Thunder Ridge Airpark,33.821499,-112.572998,1915
AZ29,Westridge Mall Heliport,33.47560119628906,-112.2239990234375,1055
AZ30,United Bank Plaza Heliport,33.48529815673828,-112.07499694824219,1100
AZ31,Serene Field,32.996700286865234,-112.27200317382812,1456
AZ32,Roesner Ranch Airport,33.84749984741211,-112.58799743652344,2060
AZ33,Knoell Main Office Heliport,33.425624,-112.029682,1140
AZ34,Massey Farm Airport,34.693173,-114.096351,1630
AZ35,Grand Canyon West 2 Heliport,35.99594,-113.78233,1220
AZ36,Grand Canyon West 1 Heliport,36.029905,-113.827408,4790
AZ37,Tucson Medical Center Heliport,32.25170135498047,-110.87899780273438,2485
AZ38,Rittenhouse Army Heliport,33.258248,-111.518639,1550
AZ39,Turf Heliport,33.463199615478516,-111.72899627685547,1385
AZ40,Sheepy Hollow Ranch Airfield,33.785711,-113.636742,1930
AZ41,Abacus Tower Heliport,33.4833984375,-112.06999969482422,1850
AZ43,Hidden Valley Airport,33.053965,-112.173543,1245
AZ44,Mount Graham Regional Medical Center Heliport,32.821694,-109.736014,2955
AZ45,China Peak Observatory Airport,32.72919845581055,-110.2959976196289,4800
AZ46,Morgan Ranch Airstrip,34.764835,-112.546451,5025
AZ47,La Paz Regional Hospital Heliport,34.137032,-114.284924,450
AZ48,Banner University Medical Center Helipad,33.464972,-112.057782,1148
AZ50,Triangle Airpark,35.715472,-114.47844,2419
AZ51,Bartlett Dam Heliport,33.81869888305664,-111.63300323486328,1610
AZ52,Horseshoe Dam Heliport,33.981998443603516,-111.71700286865234,2020
AZ53,Horse Mesa Dam Heliport 2,33.590599,-111.344002,1891
AZ54,Stewart Mountain Dam Heliport,33.563401,-111.535956,1530
AZ55,Horse Mesa Dam Heliport 1,33.5825,-111.357002,1890
AZ56,Mormon Flat Dam Heliport,33.55339813232422,-111.44499969482422,1640
AZ57,Pilots Rest Airport,34.931576,-112.515364,4482
AZ58,Roosevelt Dam Heliport,33.669535,-111.163819,1895
AZ59,Cross Cut Heliport,33.441279,-111.946957,1180
AZ61,G M Ranch Airport,32.901789,-112.237859,1616
AZ62,Inn Place Hotel Heliport,33.577801,-112.121003,1245
AZ63,Twin Hawks Airpark,32.528027,-111.195974,2290
AZ64,Rio Vista Hills Airport,33.952301025390625,-112.68699645996094,2225
AZ65,Palo Verde Nuclear Generating Station Heliport,33.389152,-112.861653,940
AZ66,Mesa Hospital Medical Center Heliport,33.42448,-111.820827,1243
AZ67,El Tiro Gliderport,32.426998,-111.389999,2100
AZ70,Versatile Heliport,34.627201080322266,-112.30899810791016,4800
AZ73,Tempe St. Luke's Hospital Heliport,33.413112,-111.940952,1160
AZ74,Mayo Clinic Arizona Heliport,33.658768,-111.957722,1567
AZ75,Navapache Regional Medical Center Heliport,34.203399658203125,-110.01799774169922,6500
AZ76,Chandler Regional Hospital Heliport,33.298117,-111.873527,1195
AZ78,Arizona Bay Airport,33.003823,-112.276239,1420
AZ79,Airscrew Performance Flightpark Ultralightport,33.530234,-112.216383,1112
AZ80,Havasu Samaritan Regional Hospital Heliport,34.48109817504883,-114.33899688720703,600
AZ81,Boeing Heliport,33.47309875488281,-111.72699737548828,1385
AZ82,Mogollon Airpark,34.399297,-110.529553,6657
AZ83,Phoenix Memorial Hospital Heliport,33.435901641846,-112.08000183105,1071
AZ85,Tonopah Airport,33.533561,-112.960192,1248
AZ86,A C Goodwin Memorial Field Gliderport,34.6842,-112.292,4978
AZ87,Jeppesen Ranch Heliport,33.227317,-111.854424,1203
AZ88,Granite Reef Heliport,33.70309829711914,-112.06999969482422,1507
AZ89,Sierra Vista Community Hospital Heliport,31.55139923095703,-110.2699966430664,4548
